id,pool_id,token0_name,token0_symbol,token1_name,token1_symbol,amount0,amount1,amountUSD,timestamp
0x000000358ee9043179e91b151b10c522cc5bd0caa77bfd9c492e83c535e79162#16532436,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-5.648276811772855,0.01,5.654297956865589,1726759033
0x00000037ce8788e83dbf9f02f78fa28657560e0e8cc40d372c8bd266ee8cbd3c#429613,0x62edaf2a56c9fb55be5f9b1399ac067f6a37013b,BTCB Token,BTCB,Wrapped BNB,WBNB,0.0081631698509403,-0.9105530049522004,471.1896247030652,1720518395
0x00000038240cd0dc9777840b83bb95c25aaaf0cc9011803e60632e7532f27b9a#1502198,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,37.80228219244677,-0.1449245898275405,37.83185014018393,1686218953
0x0000003e1b9a4c375a221dcfa941fa65bddbd28f1aab54ed2e2d9e8e615e9849#8840,0x00c4dd6a4def2d4cb7c55f9905eb5c93dfa7e3b0,MyToken,MTK,Wrapped BNB,WBNB,107035.68842443624,-0.0399249052356564,25.48463368334463,1743099621
0x000000425cdf9ced8312c946cd15333ae7ab842bd8e225ac31474460c64015e4#26767180,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,189.8575849327385,-0.3282133348806471,189.95445779582067,1741884823
0x000000425cdf9ced8312c946cd15333ae7ab842bd8e225ac31474460c64015e4#3996192,0x4f3126d5de26413abdcf6948943fb9d0847d9818,Tether USD,USDT,BUSD Token,BUSD,-189.8575849327385,189.8190503172333,189.66902123594892,1741884823
0x000000425cdf9ced8312c946cd15333ae7ab842bd8e225ac31474460c64015e4#4729069,0x85faac652b707fdf6907ef726751087f9e0b6687,Wrapped BNB,WBNB,BUSD Token,BUSD,0.3281971817556398,-189.8190503172333,190.00270022803667,1741884823
0x00000044ec37b4e2065a6de88887a4ce476cbda8077cfb7123ca8fd0d7a35085#275803,0xd0e925a1c22e30a363283d79ebf5a901cf928b95,Wrapped BNB,WBNB,Ice,ICE,0.01125390669,-909.3586493689219,6.784767863530569,1727170875
0x0000004d0cef02ed181b8941dcb5e4556ed0446c43bc034307fef5d4b811f851#26507,0xc13a2b84643d4ef4557230fe587c463951aa157c,Tether USD,USDT,DSFS Coin,DSC,0.6566272039967086,-121.53234168972305,0.6576829642837647,1737167047
0x00000058d964accc3bc24a11f92e32b8dec25779d2bcd8a22d8f110c8cfbaca0#1410348,0x62fcb3c1794fb95bd8b1a97f6ad5d8a7e4943a1e,Ethereum Token,ETH,Wrapped BNB,WBNB,0.0013439916190896,-0.0072336972996893,4.500031633386833,1732194723
0x00000098c8fef96d46da56c86d38dc394049057c5daa7bc33722ebee699a5aef#23197,0xcded0952c8cbf5843130dc8cbcb092e9b211d9a7,Gamium,GMM,USD Coin,USDC,100059.47466973106,-30.258884002446653,30.258884002446653,1719520404
0x000000c7fcbc03102023da5a8c23f8009fbcf7cadd40464f5da5e21c9b0b7ff6#15201388,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,16.084624098471227,-0.0301765476267494,16.10163357245464,1723364163
0x000000c7fcbc03102023da5a8c23f8009fbcf7cadd40464f5da5e21c9b0b7ff6#4731,0x40a1688565adb44a85bcab3ef3068d2a21895a19,Tether USD,USDT,Saakuru,SKR,-16.084624098471227,1092.2329022286524,16.093161374328044,1723364163
0x000000c7fcbc03102023da5a8c23f8009fbcf7cadd40464f5da5e21c9b0b7ff6#5682,0x0e9a7649c0bf92e9cad08d7d64c11c329c601b9e,Wrapped BNB,WBNB,Saakuru,SKR,0.0309451711334882,-1092.2329022286524,16.520444492706673,1723364163
0x000000d26c5e7ed32a54d548d3224130ae949d4bd899e0a0a86ac1f642769eea#79119,0x9f8ca02962de84a7094c381d66efd46e01c2b8f0,XEN Crypto,bXEN,Wrapped BNB,WBNB,-136755788.91937485,0.0001866706885987,0.1099335448224737,1715503315
0x000000db95419a20950af48d6a39ce259a8648450216bc7d81cdcf082b4b3b3e#11814859,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-57.688427644665545,0.1,57.63285397667837,1715123503
0x000000ecf1daf7af436a21357372a6c27f399640b8c935a8b250b65769777fd6#26738,0x92974438c330d5c6790b4260e358e84513109872,ARA,ARA,Tether USD,USDT,-26.398928212233983,38.0,37.852879416305115,1691124700
0x000000fa8e587a181b945a4763029799748727f145c51b71ce488f115fd6d411#3568,0xde8b6c56c8fff8799a247132e87ce47d58af071a,Wrapped BNB,WBNB,BuildXBT,BUILDAI,0.028,-23961.689075367965,18.97129383917332,1739719127
0x000000fb0a7e565c49619280ede67c58b1a20571e46535b3c03956e2c8acba43#71364,0x729c9a7e1f642eab4019dfb0d467f4a9838e7cbd,Wrapped BNB,WBNB,Project Galaxy,GAL,-0.4661153258697308,56.4364652020317,273.86723829353997,1711956269
0x000000fddefa3274e005fbde0746f45c21098e395169d3af6bd01ccc229101b1#20591548,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,47.74281742813583,-0.0648051041581484,47.83575287196848,1733344983
0x000000fddefa3274e005fbde0746f45c21098e395169d3af6bd01ccc229101b1#679395,0x1e213600fa9317feac4ef4087acdf5d0e25d7187,PancakeSwap Token,Cake,Wrapped BNB,WBNB,-12.009463948516013,0.0646704884754511,47.88539912259271,1733344983
0x000001029879b2cf663bc917ba5b405a701bcc746b48e35cc170553364ec31cf#16329,0xc87434f68caae6bcb171048cd9b923a22f6a9218,Wrapped TON Coin,TONCOIN,Wrapped BNB,WBNB,-1.373888177,0.0163260129696938,9.553607859698674,1721822721
0x00000132727865116fc81e350ee5edf695b1a733ddae63025c2a0cd88806b87e#17880302,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,97.9289057664377,-0.1642118813702004,97.93405458510738,1729406384
