decimals,id,name,symbol
18,0x0a01ea1d8bdc0cdd63cbe98e54ecda6e46bba750,ukrainecoin,UKR
18,0x0a0301d69afb530a91c95d770ddae5f1362dbce3,Project Z Token,PZ
18,0x0a0389557f84829fdd8579d1b88894072345f34f,4,freecz
18,0x0a0392e3078b3a70b290887b88c76cd5292be81f,DORA,DORA
18,0x0a04ad4e501cd41652c58e49a17ba0c1ef1e887b,Nova,Nova
18,0x0a04f276a373c6123e8fe5d76d3bdcc69bcd7f49,21,21
18,0x0a05f84dd80b2d35fc88c98465833daff4d907c5,fdhtt,hffg
18,0x0a079b90bd5db903175b7438c7610e5fa72ea583,hungdienlanh,camlo
18,0x0a08bed7319ad6d5d2b600a93a7eb56cb741a166,The Sky Flying,TSF
18,0x0a08dc7747579d5e0025cd024fbae14451eadf17,To the Moon,TtM
18,0x0a08ee890fc43ac4bb36b57a480f24b7cdc28bea,Captured Tuah,CTUHH
18,0x0a0ba3ab188e4ff9c8b9e95f35ff56188a6ccaf1,Galaxia,Galaxia
18,0x0a0c0c51bf424726628b4e9d4f3d7bc6af169818,KingCoin,KC
18,0x0a0ced391698c1121acc7ef6863d2320057b20c2,Zhdun,Zhdun
18,0x0a0d4cad473f70902a73973faa09a97d3bdfdf8f,DONUT,DONUT$
18,0x0a0e3c26e8ed21c2750684932bda2c08a1f2ada6,sywori,iwrhf
18,0x0a11594ae5d760a1c2966dc0da7e60113c78e14a,Binance Cr7 Elon,B7E
18,0x0a1213aa4932296aa64e75e20fab523973f8bcfd,Ilon Mask,Mask
18,0x0a12eb67f48552e7e9b25c49e802ef2dc7743e3c,Anzorio,ANZ
18,0x0a14ec4ffa92f3f16018e11b85045a16b0d995e3,Festive Little,FSTVLIL
12,0x0a15f5f5c9f6db71528fb45a47fb5af60fcf89d3,Generative Pre-trained Transformer,GPT
18,0x0a16294b3f767941c4a9d6819cca424e0f3169d0,TSN,369
18,0x0a1820afc32dd174f702f54c8f58e02983e16361,Wolf,WLF
18,0x0a1a46e34371b8e75c2bf541f4bd8baa82e5ad99,PLAI,PLAI
6,0x0a1a5530fc9f8ca0ae8c8d1fe45d5bfc1e442564,USDT,USDT
18,0x0a1ee4ece3cb693e9fcc4fc20b3728fd4a34055f,USD Tether,USDT
18,0x0a1f1a8dfe28ff605ecb45d6dda928a589a99999,SKY AIE TOKEN,AIE
18,0x0a232cb2005bda62d3de7ab5deb3ffe4c456165a,finance.vote Token,FVT
8,0x0a23454f4c5d57a020372ab7138d80b43da95c3e,Shirushi Coin,SISC
18,0x0a238c0073fa241d95295507ca833aa150cc3e8a,if,if
18,0x0a25f0b8e07020c353e467b11e473715a0d31dd8,Bone Fighter,SKULLW
18,0x0a26c7af46a650d3c119785a20f6a59515cb1a6c,GRAMOTHER,MOTHER
18,0x0a282a1b5db6b7ee8e7125fdf88d701b336c300f,BINANCE_,DOGE
18,0x0a29885143a7218df6d6b7e07fdca3f4855ba01d,sdv,sdv
18,0x0a2c8854124b6d775f46f9f671cc891d60d47490,Example Token,EXTKN4
18,0x0a2f036bd8a426c6db3c1596e2bdca6ade62c7fd,GOAT,GOAT
18,0x0a2fa27fee0b1fc583598bf8faab6bd31d7f7500,macs,macs
18,0x0a30f4bc6d57ba1be0f1ac117de97e6d4889420d,TizaraCoin,TIZARA
18,0x0a3260236b4ca3c81b5189ceb2e281a202da9ba4,Axolotl Coin,AXO
18,0x0a34dea818d2c70c4d894bee5c8b0c453d2e9f61,KingFisher,KF
18,0x0a3559ba630baa3ad8cd135b1303496e0aa18e9c,Morpho,MORPHO
18,0x0a375fcbc2fc9ec9d56956404e339febdefd5e15,Cosmic Raccoon,AIRMEME
18,0x0a376b14a5cb4f2eb176f3f5f6ae058c27df6a71,Mwewe,MWEWE
18,0x0a37d8e6b01206f57f988f1d096569d4af78228b,The Black Swan,TBS
7,0x0a388a97126fd2610374bdcedc9d8aec1219a30e,GERMAN SOCCKER COIN,GETO
18,0x0a3a0a3479121ebc9d75d71e80a8a66ee9c1c8b5,Cat Dog,CatDog
18,0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,RFOX,RFOX
18,0x0a3a86560d98d73f52754e8ab51af9315864fe5b,DOVEN,DOVEN
18,0x0a3ba382abde45d4e579be05bd97e5fe55d91d9a,Tevaera,TEVA
18,0x0a3ba836bea9227100b4bc355928a30251795191,Pepe Cash,PCH
18,0x0a3e2f4aa657b8d9ca3030c104cbdf718a252393,BNB CZAR,CZAR
18,0x0a448b4e44aee122c00cb08883e11f2f9fa13654,NO_VAX,NVAX
18,0x0a4513073e12b3fbb2f3ead5b9c90e159abd402c,Pixel Token ,Pixel
18,0x0a45862436e0eecc96a1d997873aa3ed9906471f,Graspace,Grsp
5,0x0a4893769893794dbc84645d4a08823e41ca70c2,Angola Republic Meme,AO
18,0x0a49a66049a708a0678b921f771070d127121b34,Gemach Intelligence,GMCHAI
18,0x0a4a8c1a5e929902f9768083d392b5467983fe41,Dxx,XX
18,0x0a4b751b77156e6c7a64e7edab1a00e01507e6c1,Psina Duk,$Pesduk
