id,pool_id,token0_name,token0_symbol,token1_name,token1_symbol,amount0,amount1,amountUSD,timestamp
0x00037a58a2522522fa036311fd8ea50acaf5265b26fe04a3ffaa89bfc8ca0b9f#1547572,0xafb2da14056725e3ba3a30dd846b6bbbd7886c56,PancakeSwap Token,Cake,Wrapped BNB,WBNB,-17.426494822716833315,0.062266619776075424,32.29964038926518629219656082883143,1720106678
0x00037a58a2522522fa036311fd8ea50acaf5265b26fe04a3ffaa89bfc8ca0b9f#157242,0x9f6eb6903c1277c8f02d71f8814dc9998199af1d,PancakeSwap Token,Cake,BUSD Token,BUSD,17.426494822716833315,-32.324389788063264768,32.23219869169174378896690049840829,1720106678
0x00037a8bb5de49798e559eea4d3723d60ddabb579430e893bb657ac7664d6b48#1547,0x0c6662a570c187b211a3249827f939adea2bcf44,Wrapped BNB,WBNB,Cha,Cha,-0.002664994511035095,343419.42630020395461648,1.707187239615262444482253939773402,1742891340
0x00037b0585ed66eaa1d7b6d88b8279ef40fbd9093652b7873973fd3933ab94bf#6062,0x03abc8bce97152b257c99f76e61ddb85e230432e,Bean,BEAN,Wrapped BNB,WBNB,-981217.133101840733321271,0.37,263.5871449095215635301511430015651,1739427778
0x00037b29bad573acbe0e2bb53738048b504cea1413dae0cee810209a32c7a8a2#1223,0x56be87885f970f5436eb4866372ca367c31f05d5,Rizo,HahaYes,Wrapped BNB,WBNB,5533552.551481602942943405,-0.356553256336837528,215.48721218750510059134575994103,1743279845
0x00037b3c251e324c46944d9fa62ae4a339eb21b49071431e0096439fa8353c09#24743278,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,6.149464530466442998,-0.009809180796081715,6.13940785168617490064037304268615,1739302544
0x00037b6f3df7c7513c42e01c5e89ae679e78e220a7eb6616bf8702ffa332bc3c#109251,0x8f45b99bf65cdbf9bc0c0b4846d6a324d2de5314,Wrapped BNB,WBNB,BUSD Token,BUSD,0.310670907543914841,-186.049307458379105773,186.1102056455169098457974382626083,1718837832
0x00037b6f3df7c7513c42e01c5e89ae679e78e220a7eb6616bf8702ffa332bc3c#2251884,0x4f3126d5de26413abdcf6948943fb9d0847d9818,Tether USD,USDT,BUSD Token,BUSD,-186.078377090486016662,186.049307458379105773,185.9181671385321775597252452596204,1718837832
0x00037ba8551958345345d44155f08dd3433949f3a69188c117e60a828cc4c992#916205,0x7f51c8aaa6b0599abd16674e2b17fec7a9f674a1,PancakeSwap Token,Cake,Tether USD,USDT,-1390.05216618105138699,2449.30404032710967296,2451.873030626474899254478036137109,1726185626
0x00037bd4390fd63302d2caadea35787d8a9d47a7c045adc9394e2e01ba02b07d#6289,0xec52fe024d8732b1eb8ea03ade59a2cfa5bbf2fe,Grok 3,GROK3,Wrapped BNB,WBNB,254854.438725235595,-0.029628936601134083,19.62761130926378964666899511051727,1739684924
0x00037be17ffb866394635449f57a92c6084c4768a33e38c3134b692f8de7878a#1281017,0x36696169c63e42cd08ce11f5deebbcebae652050,Tether USD,USDT,Wrapped BNB,WBNB,-4.935783119210720141,0.023007768712918601,4.946082098903390351344717346322969,1696048652
0x00037c0e97de9c4a74057dbfdec10005e273040641883936678cc86119a7d9c0#137538,0xf39978924d07710c741413a31ff89c7fcf2bdcc6,BabyBNB,BABYBNB,Wrapped BNB,WBNB,-476.871188064882344436,0.001653839847560182,1.156052401785325420368628545494571,1736886408
0x00037c0e97de9c4a74057dbfdec10005e273040641883936678cc86119a7d9c0#16301,0xcec31052610aaf0693d6b4d34e055687af3aeee6,Ethereum Token,ETH,BTCB Token,BTCB,-0.000358724789198859,0.00001194,1.155233391961991639733025898091453,1736886408
0x00037c13e295e0db430fed5e9625b6716567341f650b2f07338eafd61db00b73#8573916,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-4.829142316418181583,0.009131635521180172,4.844389017357448014597734200375166,1710065216
0x00037c1c7a6aba4b3a2026b6619f635b2d3a11de6a2071777c167cc7b403a1b0#57802,0x8f45b99bf65cdbf9bc0c0b4846d6a324d2de5314,Wrapped BNB,WBNB,BUSD Token,BUSD,-0.00095630941579606,0.586999602410718822,0.587868587068733017526224900482449,1716295641
0x00037c267ba03729e8c79f1a30f82a1b114a2b5095ebe4d2c37277fad9255167#27748748,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,77.854043235867299262,-0.12271825767914825,77.8772776121457749646640226398254,1742902484
0x00037c267ba03729e8c79f1a30f82a1b114a2b5095ebe4d2c37277fad9255167#53465,0x027a706fee0d6f70c23728500de80ffa47816487,Patlu,PATLU,Wrapped BNB,WBNB,-84169.2,0.12271825767914825,77.8609883156702962524684881035622,1742902484
0x00037c3e9b79b4c06b5c89087fc368d74ce14907a9f82b2807adaac4cc85c700#3295046,0x85faac652b707fdf6907ef726751087f9e0b6687,Wrapped BNB,WBNB,BUSD Token,BUSD,-0.007697418784233626,3.988029550698672679,3.992380600212852639264665529969308,1725213478
0x00037c3e9b79b4c06b5c89087fc368d74ce14907a9f82b2807adaac4cc85c700#3295047,0x85faac652b707fdf6907ef726751087f9e0b6687,Wrapped BNB,WBNB,BUSD Token,BUSD,-0.000177299428546364,0.091859106990769057,0.0919591550971003217400412743848298,1725213478
0x00037c42a2e0a254fcb274c1dc979b52d7cf22fb466d1fe811b38d461b733675#26646428,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-0.55210949141755713,0.000995,0.5504913036171183020699406150591275,1741718200
0x00037c688f711bcdc8d29689756a7dac95d075bc9c030226add517fa987f6c99#109958,0x803036ac78752ef599ec75c500ac8b0ac0be67df,Axelar Wrapped USDC,axlUSDC,Tether USD,USDT,2575.248151,-2577.351421318597240092,2573.29899088661211199299286689016,1702299855
0x00037c845df4377875f48d350236a8cc9d87e63300522ece0614e96a70b2e624#18514384,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,0.557763671875,-0.000987404802159328,0.5562741318353770712842857073339895,1730599998
0x00037cb5e30c907ed4fe1b581486965dbee527722d6a01f096c4a70a5721d0a7#23960191,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,10208.971011654224397265,-15,10180.69469707552085098078036125295,1738220961
0x00037cb7d9a3304518db5ec0ecb8fd1216b9e6d8757e3e9e1791c4d63d76d33c#10240,0x46530847fdf11cbd999a2b56aac487cb64564ca8,MOO DENG (moodengbnb.com),MOO DENG,Tether USD,USDT,17214253.967080710805263654,-234.092033909599775368,234.3696944461538383788827938570267,1729776447
0x00037cbdcfec9ea8e354298a2cdebd54e7aeef0fc108851cdc7bcdf3daf6ac10#4255,0x8db5fc1915e143af8adfd567d422f83a7c7d9cd4,Ncoin,NCoin,Tether USD,USDT,-34.859792563936299899,0.383410388489864251,0.3831788439946239342880833180746027,1734857955
0x00037cbfd681c5749c038889be8fbecc7e3456ee12d2300616ea5af1fa60c33d#14,0x2f32a6f98af9a9f84c1c247ee0bddc02778aacf9,Trust Wallet,TWT,CRYPTERIUM COIN,CCOIN,16.697916884266474794,-2200.088668303318003717,0,1693367910
0x00037cfe0c16c80f126e781e9ffac4d146bb31548dd2a876b3b70fac990ac557#201764,0x369482c78bad380a036cab827fe677c1903d1523,BTCB Token,BTCB,BUSD Token,BUSD,-0.152997937614126046,3968.239447356188635066,3962.09572086984561095886944132648,1693200852
0x00037d021ae0e26a5002e719989f8a2b8d7a21933ef2ef11fc59c17c2fd9cf99#219530,0xafb2da14056725e3ba3a30dd846b6bbbd7886c56,PancakeSwap Token,Cake,Wrapped BNB,WBNB,252.409187861752764475,-1.548410707120711369,375.6310228323736311542066157792414,1691475200
0x00037d3c3d61710eeca59ed6b7cec51106b1f17c5c57818776aa4b0ad002f401#151237,0x803036ac78752ef599ec75c500ac8b0ac0be67df,Axelar Wrapped USDC,axlUSDC,Tether USD,USDT,247.652977,-247.538344227152461783,247.7044292473608918784977888451303,1704776279
0x00037d3c3d61710eeca59ed6b7cec51106b1f17c5c57818776aa4b0ad002f401#6336916,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,247.538344227152461783,-0.817140256009386902,247.6748185626746160032303410425395,1704776279
0x00037d42027db3c009a2ea4dcf1b3d12d2863da579acbbfc9b5d13021915f050#717689,0x8f45b99bf65cdbf9bc0c0b4846d6a324d2de5314,Wrapped BNB,WBNB,BUSD Token,BUSD,0.880380093177682013,-554.975321552383147469,555.5466937193503916919949238567305,1731410428
0x00037d6b44ede14f79108e95823a3c9a29313a61646c38c662c2aa89835d0042#119703,0xc7d4d8b8d88e70d0b91aa74a231af8fbdf8d2cb4,Fantom,FTM,Wrapped BNB,WBNB,9.045865295067120837,-0.010870020561935832,6.44773306293503752268394789763333,1714429542
0x00037d6f315d4d2a714c5d227202977d7b06b6c7916e6e3556a42e6bdd6b3f2f#24831500,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-23.105873595571964819,0.033013999675685021,23.11368136434319686347511981627994,1739391665
0x00037d6f315d4d2a714c5d227202977d7b06b6c7916e6e3556a42e6bdd6b3f2f#3761440,0x4f3126d5de26413abdcf6948943fb9d0847d9818,Tether USD,USDT,BUSD Token,BUSD,23.105873595571964819,-23.01423133686272013,23.1372493765456804228199778280685,1739391665
0x00037d86b742caadc9e0550a2bbd72fd9334719cbe3d30ba01d52f6fbb91b386#1333498,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,778.431741729399185893,-2.537718889032146142,777.498373955202281664996832791148,1685513757
0x00037d9d4403c3a159997de158deb91efa7391c9b5bc700854e4e6122dc0d305#28132157,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-6804.20125277335058444,11.171132373890768807,6793.91332782459533443545911275794,1743307187
0x00037d9d4403c3a159997de158deb91efa7391c9b5bc700854e4e6122dc0d305#57747,0x440166f244b81d9df5378400504743f5a217033f,Eid Mubarak,EidMubarak,Wrapped BNB,WBNB,3352196.475291590381713406,-11.171132373890768807,6798.554922752573375356681330823185,1743307187
0x00037dae37238dad4c65927bf4a5e09f05f5a64aaf758bb30fb4074755f0111a#1122,0x8dc27f65a55e9752be67765556c4b77617d79135,Wrapped BNB,WBNB,BINKFUN,BFB,-0.126320450145213329,554663.194837248551,79.0445965000053413912210167092749,1742446866
0x00037db895edbd1efede3b9a08ef6e69c812738e8bb638a5d2423346d98ba6fc#749000,0xd15b00e81f98a7db25f1dc1ba6e983a4316c4cac,XRP Token,XRP,Wrapped BNB,WBNB,-992.415668768122016701,3.90715532113107,2181.354657392853691571393729154339,1741774943
0x00037dbdcb26311fad9ac3dbd1292b50f97724032996a3e2c93b00fefc9111d9#23631225,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-8.561864874707035659,0.012321632923916835,8.56106065123657172195512520095057,1737567883
0x00037dbdcb26311fad9ac3dbd1292b50f97724032996a3e2c93b00fefc9111d9#72943,0x8b626acfb32cdad0d2f3b493eb9928bba1bbbcca,Cakepie,CKP,Wrapped BNB,WBNB,1.691558490055254863,-0.012321632923916835,8.555172844841283383523253779067935,1737567883
0x00037dc8b90cc9d5a6f3ae42597418d6194310a6ee4e675065977529d98c26e2#15375989,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-48.558864305135818677,0.09403925,48.5563690933274467200637581023545,1723829812
0x00037de9d27eb509474abb52405a5ec3440a63d7e3fe65c34920089ecc1cce12#12392,0x8c4abe59366d61edf25511b6484af6eac4e051ba,BEFE,BEFE,Wrapped BNB,WBNB,181567.433388118858134237,-0.223997737272098209,51.438251683547852490964810921557,1701663067
0x00037df1f8281250f8bc1419fda353d4fbbde1baca2483ef122a8d56f31cafb4#202650,0xb187e425f60e973a7c083a497536db249c2d7b18,Wrapped BNB,WBNB,Vita Inu,VINU,0.469851213782302248,-9848842531.186827,300.4075644936906289536378210677993,1739097099
0x00037dfd444b185ffce628002d92542af6365eea8a21a2d2c5542fbebb3aecdb#590043,0x62fcb3c1794fb95bd8b1a97f6ad5d8a7e4943a1e,Ethereum Token,ETH,Wrapped BNB,WBNB,0.10295,-0.48834271389528417,251.8777786800775483297287916917452,1725244016
0x00037e00be4a3fc0edd8ab2b4faae7d86e1498f357e15808a9cacce1348bae9d#1678935,0xd0e226f674bbf064f54ab47f42473ff80db98cba,Ethereum Token,ETH,Wrapped BNB,WBNB,0.000511288841849982,-0.002438275825557056,1.697814190989186663285595939943935,1736397059
0x00037e00be4a3fc0edd8ab2b4faae7d86e1498f357e15808a9cacce1348bae9d#8161,0x376827cef8ceb72e5aa47f0288a278dd08db82f2,Ethereum Token,ETH,ERTHA Token,ERTHA,-0.00051306366546504,1136.549315248255266777,1.704415548720697450308777951114314,1736397059
0x00037e1452fdb12188ef70f02a4582bee902b5ebe42a66c84debd8f8c90d54a0#6116504,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-1071.759185716603888872,3.390347117934986752,1070.552184569454310350578378586861,1704314031
0x00037e1897c47e37d1008629e64fc3bb44d7ff03852ac8b78c2eaf17f6dc1f82#290,0x49f547b4590987a1042506ce171e748b69ab9ef0,FTC,FTC,Wrapped BNB,WBNB,-0.001726048164687337,0.006381175538554399,1.517453501618089359661408602228961,1686648651
0x00037e18c90ea769fab18fe5495020f02e9a4a11c9f2e9ebaab66fcde14a193a#10973,0xf11c361f189385010b61b5f13aba4cbbf33d5b01,Chow Chow 松狮犬,CHOW,Wrapped BNB,WBNB,10000,-0.00033252645030645,0.1969202163739728719743025071954972,1729009744
0x00037e1c8407422e6906b78d04a5753f55315966e98b9c4b8c419739e0889a79#3267,0xfe0637da6d2d6f9420a0137a3c734d7caad8bd77,Broccoli,Broccoli,Tether USD,USDT,607.890312660366509688,-22.044604962063176054,22.1005373744894632217702381398142,1739477329
0x00037e1c8407422e6906b78d04a5753f55315966e98b9c4b8c419739e0889a79#54,0x58ac0c24af5a1eb01ff1d8aecfbba225bc452712,Broccoli,Broccoli,CZ'S DOG,Broccoli,-607.890312660366509688,278.717886243996858728,0,1739477329
0x00037e1c8407422e6906b78d04a5753f55315966e98b9c4b8c419739e0889a79#9088,0x0c85adb38c86822e118785e680d85a00a077f56e,Tether USD,USDT,CZ'S DOG,Broccoli,21.709046687368824487,-278.717886243996858728,21.76412770854334928876336771745329,1739477329
0x00037e6045a0b79ad5cb7c7d4292ec5fc939b68f206d4393c0753dd0abcd252a#31893,0xe9f6d2f5bc6b6606755a5836f97eda11561cca7b,Big Pump,PUMP,Wrapped BNB,WBNB,-410686.254051735382179608,0.008766532451915563,5.04557909870502504467172105649205,1711372900
