id,pool_id,token0_name,token0_symbol,token1_name,token1_symbol,amount0,amount1,amountUSD,timestamp
0x0000acc41f5b0535cffb70b5b1988eda439f78a01889f31561da541cb4471e27#527762,0x7f51bbf34156ba802deb0e38b7671dc4fa32041d,Banana For Scale,$BANANA,Wrapped BNB,WBNB,35870.857610214265643698,-0.10708938592583105,64.7956563895698516396078773994918,1740862507
0x0000acc5272a562961b2792a8e22533591698a065619fbdc4cc9ef8b2d5470c1#567706,0x4bba1018b967e59220b22ca03f68821a3276c9a6,Ethereum Token,ETH,BTCB Token,BTCB,-1.139190735637565166,0.039591688064594,3594.38273792626071342756525930724,1731833155
0x0000acc5e3e55507f7a6199f105a2616773c5447234bc2e512e119db57d39772#169369,0xbffec96e8f3b5058b1817c14e4380758fada01ef,SOLANA,SOL,Wrapped BNB,WBNB,0.044494437281624481,-0.01187431121192282,7.14561210688049333739466668561303,1729435034
0x0000acc5e3e55507f7a6199f105a2616773c5447234bc2e512e119db57d39772#827,0x42c7054eabaad801c5939ffb26fa418689743d8d,SOLANA,SOL,BTCB Token,BTCB,-0.044494437281624481,0.00010360589226504,7.13452267676995469588545396014834,1729435034
0x0000acc5e3e55507f7a6199f105a2616773c5447234bc2e512e119db57d39772#903880,0x62edaf2a56c9fb55be5f9b1399ac067f6a37013b,BTCB Token,BTCB,Wrapped BNB,WBNB,-0.00010360589226504,0.011855291678764867,7.134344693305068063069263688021285,1729435034
0x0000accde327789450a58e8785516d06f0a1a84fc62b1507c63bd9cf7aa429cc#1932102,0x8f45b99bf65cdbf9bc0c0b4846d6a324d2de5314,Wrapped BNB,WBNB,BUSD Token,BUSD,0.061597394792827419,-39.307354157580705792,39.47829386865083679052401059756259,1742893491
0x0000accde327789450a58e8785516d06f0a1a84fc62b1507c63bd9cf7aa429cc#3897511,0xf2688fb5b81049dfb7703ada5e770543770612c4,USD Coin,USDC,Wrapped BNB,WBNB,39.467133383444629834,-0.061597394792827419,39.47427862279377286305585518503066,1742893491
0x0000accde327789450a58e8785516d06f0a1a84fc62b1507c63bd9cf7aa429cc#667589,0x22536030b9ce783b6ddfb9a39ac7f439f568e5e6,USD Coin,USDC,BUSD Token,BUSD,-39.467133383444629834,39.300183744548317859,39.49918263079550188470529602855494,1742893491
0x0000acd8ad692af71d3593c00a672f4048fd0d05c81f3b5dcdab63bd324e680b#334813,0xb2af49dbf526054faf19602860a5e298a79f3d05,SIREN,SIREN,Wrapped BNB,WBNB,-8064.554088096779439685,0.865723169852215244,539.9449751484479205440792421101515,1742788201
0x0000acdc9ef0209df60abf791f86e014a84bc9d7afad39788c2e35931a4c6301#1414576,0x9f599f3d64a9d99ea21e68127bb6ce99f893da61,Ethereum Token,ETH,Tether USD,USDT,0.024799576241006953,-50.033703060519010422,50.0752416879047093547796593426826,1743112776
0x0000acdc9ef0209df60abf791f86e014a84bc9d7afad39788c2e35931a4c6301#2090507,0xbe141893e4c6ad9272e8c04bab7e6a10604501a5,Ethereum Token,ETH,Tether USD,USDT,-0.024799576241006953,50.031587659218292324,50.07418217325959742525070826826655,1743112776
0x0000acee62e6fd470cc381771d42570bd9b103177d213077b6b3193572491d1b#102119,0x692cb71a629aa90a8ed6c6b6e56ce4d86760dd43,Gaimin Token,GMRX,Wrapped BNB,WBNB,154.579778308256165503,-0.000876228144634689,0.575502780815291460067043114022654,1717510170
0x0000ad05868ac6adf73a893d4bcbae69bae1095795bcf41fdb80a9feef51936a#152610,0x4e1f9adf96dba6dc09c973228c286568f1315ea8,SPACE ID,ID,Tether USD,USDT,-821.283599355279711502,247.706885472426739489,247.8749983851580923095219152060173,1702174173
0x0000ad28d17b1c90ec36666927034ba8e5e8f6bbe63617ea2428f592b66c3d2a#3771,0x6aa9c4eda3bf8ac038ad5c243133d6d25aa9cc73,BTCB Token,BTCB,First Digital USD,FDUSD,0.001499111947652194,-74.231496071723068527,74.2265835352529457672273665848962,1707831215
0x0000ad6dbd826d0d80349ba4fbea895b1a1b627077a322e84c98a3e198a4d951#20022950,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-1120.842649815080835315,1.826795067044742144,1120.218578711894456049028873135824,1732665287
0x0000ad6dbd826d0d80349ba4fbea895b1a1b627077a322e84c98a3e198a4d951#273924,0xc7d4d8b8d88e70d0b91aa74a231af8fbdf8d2cb4,Fantom,FTM,Wrapped BNB,WBNB,958.672874547913090357,-1.682237395863450253,1032.572060355151282769831989382803,1732665287
0x0000ada16a1da4fe5a1ac079e7ad4164c1c0882a698599be51aeefee39b88be5#25749397,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-137.077883047034616682,0.213621726912743283,137.1195736025100315602322054148849,1740403404
0x0000ada16a1da4fe5a1ac079e7ad4164c1c0882a698599be51aeefee39b88be5#3869603,0x4f3126d5de26413abdcf6948943fb9d0847d9818,Tether USD,USDT,BUSD Token,BUSD,137.036152550910672896,-134.684443773441141835,137.3273360511796050087159805882792,1740403404
0x0000ada8461855f0c410a91b4287c555140636e2a65270f33e03253a8da59e40#187379,0xe3cbe4dd1bd2f7101f17d586f44bab944091d383,Litecoin Token,LTC,Wrapped BNB,WBNB,-6.400048368142508692,0.9427373474101508,623.916465961791250394182503213269,1734639894
0x0000adb285188f5aac40cc5caac05ee952418b428eec14e01fbc8e690eb6f1b9#5516,0xd710dac10b7255fcc0ec929a0e742a18f25b6395,PancakeSwap Token,Cake,Wrapped BNB,WBNB,-6.233910891552225745,0.045871966,17.578966555372094000479273124061,1708564640
0x0000adbdd509beadac26adff61a9d7900628b0cbd7b62d1607a924c125b3b2d1#33963,0xf045a8033549f285c13955007d670997b792de75,FSP,FSP,Wrapped BNB,WBNB,-563952.407723656067612098,0.3,191.6076825882556859851489947433186,1740395601
0x0000adc334da1086934522dad6caa3aed6e0af7c76c52fe8e99a8ea7763b9afb#3046966,0x85faac652b707fdf6907ef726751087f9e0b6687,Wrapped BNB,WBNB,BUSD Token,BUSD,0.000154198920464092,-0.089049840680490434,0.08909706683780220193204327200310605,1721069957
0x0000adcd449637e3bf04164ee366bb7ebe853b17b8f9e436b3f65a7d32f3c0ac#23398744,0x172fcd41e0913e95784454622d1c3724f546f849,Tether USD,USDT,Wrapped BNB,WBNB,-8.087481079895092081,0.011410777159368303,8.07763770560137314002331235914248,1737242564
0x0000adcd449637e3bf04164ee366bb7ebe853b17b8f9e436b3f65a7d32f3c0ac#3562732,0x4f3126d5de26413abdcf6948943fb9d0847d9818,Tether USD,USDT,BUSD Token,BUSD,8.087481079895092081,-8.07240938559774315,8.07969830714471696445705301719818,1737242564
0x0000add9c03b19401f9aa420f83948fb5f1e3c6caeab0bae6bdf4e816ab8ccc2#61863,0x891513b1640ff394217758e0b93ac153bd87af6e,Tether USD,USDT,TFX TOKEN,TFX,350,-1360.97763,347.7539994561896813490331923770919,1710769685
