decimals,id,name,symbol
0,0x0000000000004946c0e9f43f4dee607b0ef1fa1c,Chi Gastoken by 1inch,CHI
18,0x000000005b8fe7645c05e04b29a8c055012bb508,Unishop,S
18,0x00000006fd85839b06376663d73f3d71e199478a,Aztec Network Token,CZ
8,0x000000089fb24237da101020ff8e2afd14624687,Swapped Bitcore,sBTX
8,0x00000008ab06f7280321fec3c368f0db9c7ef005,ORBIX,ORBX
18,0x00000065cbadead116136940b302f938284f2bdc,Poop,POOP
18,0x0000028a2eb8346cd5c0267856ab7594b7a55308,Zeta,ZETA
18,0x00000d2352778072003b8708860d0ba86bf568ca,QL,QL
6,0x00002c3f32ffba01034304fda548ef020842f001,TDUCK,TDUCK
18,0x0000851c856bbb2ac953b6ecc984d025c565b878,Itaca Pooch,ITCADOG
18,0x0000a8eecec7efb63b871912997cc55901b83e78,MINOA,MINOA
18,0x0000f842800fca1c7eb84f998e4474d9aeb30d41,mohawk gremlin,MG
18,0x0002bcdaf53f4889bf2f43a3252d7c03fe1b80bc,BorpaToken,BORPA
18,0x000351d035d8bbf2aa3131ebfecd66fb21836f6c,Scotty Beam,SCOTTY
18,0x000554bafa2762961236c67c4cc698604106aa0b,BOT,BOT
18,0x0005fd45281d89042965acbaf645ecc86bc5ec5c,1DIAMOND,1DIA
18,0x00061962163d5dbdc2686978304b3664938cda82,AI Finance,AFO
18,0x00072b85fedde19d2bd1a8b651e4b08fa7faf103,GOAT,GOAT
18,0x00091621625b5f89b6259004ee70e5715a8bb72d,Trust Bit,TRS
9,0x0009ae5a69b037ea74a900783fab457fa605ae5d,Grok,XAI
18,0x000c24a8122e5c0ec741335a24a549558e67324f,Skam Coin,SKAM
18,0x000c37531e91018036219f10bd1528677b578e1c,Pasha teleGRAm,TeleGRAm
18,0x000d4d5598863de7fd0633af6440174ce63d594e,GRAPE,GRAPE
18,0x0012365f0a1e5f30a5046c680dcb21d07b15fcf7,GYM NETWORK V2,GYMNET
9,0x0013d35028187241a705e1d53599a38f28ad4a9d,Lixuan token,XUAN
18,0x00169851fcd749b955de780b7457e3a91b1563ee,Smiling new moon face,SNMF
18,0x001902d39d64a6770134a2115827284ed9448630,RDOG,RDOG
18,0x001a185f0a605cd18a6c5a7059d928383b36d5cc,Web3 Bets Coin,BXB
