id,token0_id,token0_name,token0_symbol,token1_id,token1_name,token1_symbol,txCount,volumeUSD
0x180866f039392ac33711bded90c70f67b2b26829,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xecc2a9f375a0c92e0aa5c0a35ce6dfe68286dd8a,TDSOL,TDSOL,0,0
0x18092061ad98e3f3382936da22f17f65349fec0e,0x296140e8d6f6ef7f582201dec72601c963d3e5e0,LEBIGOVICH2024 token,LBT,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,2,0
0x180a47305b45580cc8f7f50be73ccb9353953807,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xdb22cd48e15b915023af8d7ac1cefe3525933c2d,GRAFGRA,GRAGRAF,0,0
0x180a73b24a05dc852aecc1ab480aab390776c504,0x55d398326f99059ff775485246999027b3197955,Tether USD,USDT,0xd90b5d45c7f19fc31e4e7291d228d7b658d81598,Mafia,Mafia,37,433.8277521347874489540230622738932
0x180b70405a91984bbbd10d21b180813a34f37512,0x81ce2a5d17fa5cf8712bf66f269a935372241f90,FIGHT³,FIGHT³,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,5,11.86390969258517249616953755439581
0x180bd7617e8de2918556be63782bc001bb6827df,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xca98aeedc229c2239e9c2c7c201357e356ad7c83,Baby solanna,Bsol,0,0
0x180c84af148bd54e273e4b65eca60806baf1ebb5,0x68449b1ea699ae286fefec846d38193d2e599556,Neural Pet Project,NPDOG,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0,0
0x180d25d06a97889827d6d6ccde6c09778bbb694f,0x0cc3754442d15aeeceafdc1f56624b592eb0bb99,Turing-Ai,TIC,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,1959,69501.43868340461104879669515527058
0x180df9bedb8942315c55e7d50d10ee22346a3f7f,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xffd7cc872f195d0fb13307d031770689b23f0ec7,ROCK PAPER SCISSORS,RPS,1,0
0x180e4bcf083edd498c4e5c6f367f11e541cc408b,0x4c0f509265722f54932469a06fbd957e13974a75,Neko Emblem,NKMASCOT,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0,0
0x180fd55e3905958d0e3a0759ef8bb24f4e3f0aff,0xbc7e6296edf9543a09a2c90749d6df1d34322a5f,USDT,USDT,0xfce365afcfa9913a3a7ba427d906ae3fa220e69f,BUCKSnBURGS,BFX,29,0
0x18117bbe6c6f90582af242d10c74c1447a6632c3,0xa01000c52b234a92563ba61e5649b7c76e1ba0f3,ROCKI,ROCKI,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,161,10753.58617604114734913324796026411
0x1813fe91b007f77e2283daa899fd998291fd1d26,0xb088d810c8f930f6d77903af2161cc49f9299052,Dohurak,Verynice,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0,0
0x1814589d5309d1f9d3c3fb27c3f12bd854dded7f,0x20c7a7fc6d88152f4d5e8dcecff6ab27241aad9a,SafeWard AI,SWI,0x55d398326f99059ff775485246999027b3197955,Tether USD,USDT,6,37.7852997622814763617238099142857
0x18163b4caebea54f5a48cf42ec9cbe879a80354e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xf9ee49d505163b83fdf09af14c0350748338043b,GIZMTK,GIZMTK,0,0
0x1816ca3ed1977575772c6bf112253d91f64f289c,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,Wrapped BNB,WBNB,0xd6f9068c0ab5504ca98ff083508a3332915a4786,Bitcoin Smart Chain,BitSC,5,0.2009956917030106891170843798962749
